,GRAPH_IDX,NUM_NODES,LOG_NUM_EDGES,IS_CONNECTED,LOGRATIO_EDGETONODES,DENSITY,LOG_CHROMATIC_NUM,NORM_MIS,GRAPH_ASSORTATIVITY,SPECTRAL_GAP,LOG_LARGESTEIGVAL,LOG_SECONDLARGESTEIGVAL,LOG_SMALLESTEIGVAL,MIN_ECC,MAX_ECC,LOGRATIO_MAXMINECC,GIRTH,LOG_KEMENY_CONSTANT,TRANSITIVITY,CALCULATED_RATIO,percent_cut,percent_positive_lower_triangular,percent_close1_lower_triangular,percent_close3_lower_triangular,expected_costGW_over_sdp_cost,std_costGW_over_sdp_cost
1053,graph_1053,20,4.430816798843313,1,-1.5071483275212576,0.4421052631578947,1.791759469228055,0.7,-0.78630562,0.6543057644267358,(0.5807066016741664+0j),(0.12486468375383691+0j),(-0.0814169762465283+0j),1,2,0.6931471805599453,3,2.911096746179011,0.4760935910478128,1.15625,0.8809552693669612,0.2575,0.95,0.88,0.9999291539238435,0.002135598488369067
1054,graph_1054,20,4.430816798843313,1,-1.5071483275212576,0.4421052631578947,1.791759469228055,0.7,-0.78630562,0.6543057644267358,(0.5807066016741664+0j),(0.12486468375383691+0j),(-0.0814169762465283+0j),1,2,0.6931471805599453,3,2.911096746179011,0.4760935910478128,1.15625,0.8809552693669612,0.2575,0.95,0.88,0.9981183490501927,0.024680785735547352
1055,graph_1055,20,4.204692619390966,1,-1.559531081637799,0.3526315789473684,1.791759469228055,0.7,-0.79785951,0.5582545737596845,(0.5947621570580748+0j),(0.22661368810985197+0j),(-0.23851594543638469+0j),1,2,0.6931471805599453,3,2.9200439296550473,0.38873239436619716,1.1538461538461535,0.8955242488537761,0.2325,0.95,0.8975,0.999431256628401,0.009322057174835816
1056,graph_1056,20,4.204692619390966,1,-1.559531081637799,0.3526315789473684,1.791759469228055,0.7,-0.79785951,0.5582545737596816,(0.5947621570580738+0j),(0.22661368810985286+0j),(-0.2385159454363861+0j),1,2,0.6931471805599453,3,2.9200439296550473,0.38873239436619716,1.1538461538461535,0.8955242488523072,0.255,0.95,0.9175,0.9999479222231353,0.0015803447791530789
1057,graph_1057,20,4.204692619390966,1,-1.559531081637799,0.3526315789473684,1.791759469228055,0.7,-0.79785951,0.5582545737596816,(0.5947621570580738+0j),(0.22661368810985286+0j),(-0.2385159454363861+0j),1,2,0.6931471805599453,3,2.9200439296550473,0.38873239436619716,1.1538461538461535,0.8955242488523072,0.255,0.95,0.9175,0.9991145906213693,0.018754153154980212
1058,graph_1058,20,4.204692619390966,1,-1.559531081637799,0.3526315789473684,1.791759469228055,0.7,-0.79785951,0.5582545737596816,(0.5947621570580738+0j),(0.22661368810985286+0j),(-0.2385159454363861+0j),1,2,0.6931471805599453,3,2.9200439296550473,0.38873239436619716,1.1538461538461535,0.8955242488523072,0.255,0.95,0.9175,0.9987979246126981,0.020994770549789977
1059,graph_1059,20,4.204692619390966,1,-1.559531081637799,0.3526315789473684,1.791759469228055,0.7,-0.79785951,0.5582545737596816,(0.5947621570580738+0j),(0.22661368810985286+0j),(-0.2385159454363861+0j),1,2,0.6931471805599453,3,2.9200439296550473,0.38873239436619716,1.1538461538461535,0.8955242488523072,0.255,0.95,0.9175,0.9983145922836739,0.0271865364062465
1060,graph_1060,20,4.204692619390966,1,-1.559531081637799,0.3526315789473684,1.791759469228055,0.7,-0.79785951,0.5582545737596816,(0.5947621570580738+0j),(0.22661368810985286+0j),(-0.2385159454363861+0j),1,2,0.6931471805599453,3,2.9200439296550473,0.38873239436619716,1.1538461538461535,0.8955242488523072,0.255,0.95,0.9175,0.9999479222231353,0.0015803447791530793
1061,graph_1061,20,4.2626798770413155,1,-1.5458342319423555,0.3736842105263158,1.791759469228055,0.65,-0.73218405,0.42081034921891547,(0.5650117534890623+0j),(0.291667704214874+0j),(-0.28463438162542415+0j),1,2,0.6931471805599453,3,2.9251471522526877,0.42914438502673796,1.0344827586206895,0.8491051966867493,0.3225,0.935,0.88,0.977068337414697,0.050308962714428966
1062,graph_1062,20,4.290459441148391,1,-1.5393384505096295,0.38421052631578945,1.791759469228055,0.65,-0.72167399,0.40519767773475546,(0.559966544872697+0j),(0.29670344812527294+0j),(-0.2937248464251655+0j),1,2,0.6931471805599453,3,2.924724988605067,0.4463130659767141,1.0333333333333334,0.8493170183095806,0.3075,0.95,0.8975,0.9988848035828045,0.020606260638994314
1063,graph_1063,20,4.060443010546419,1,-1.5944401899949237,0.30526315789473685,1.6094379124341003,0.6,-0.6781498,0.25652513387314513,(0.5605986304021224+0j),(0.4022570918905121+0j),(-0.385634649308035+0j),1,2,0.6931471805599453,3,2.9411529566295593,0.3680297397769517,1.0208333333333333,0.8453671169192568,0.285,0.9225,0.8425,0.9739290418668304,0.05383694978908602
